incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2016,august,caribbean,south america,haiti,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,caribbean,haiti,environmental conditions and accidents,colombia,0.6446673,-77.975427,0.6931471805599453
2016,august,central america,central america,honduras,3,0,3.0,0,0,3,0,vehicle accident / death linked to hazardous transport,unknown,central america,honduras,environmental conditions and accidents,mexico,22.1235044,-101.0261098,1.3862943611198906
2016,august,northern africa,mediterranean,morocco,0,1,1.0,1,0,1,0,drowning,western mediterranean,northern africa,morocco,drowning and related causes,spain,36.5274037,-6.3342618,0.6931471805599453
2016,august,eastern africa (p),eastern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,unknown,eastern africa,mixed/unknown,mixed or unknown,somalia,9.5080898,49.0770541,0.6931471805599453
2016,august,eastern africa (p),northern africa,unknown,7,0,7.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,sudan,18.008686,33.9948098,2.0794415416798357
2016,august,eastern africa (p),northern africa,unknown,3,0,3.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,egypt,30.4080454,31.560531,1.3862943611198906
2016,august,eastern africa (p),northern africa,unknown,8,0,8.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,egypt,23.459686,30.6654494,2.1972245773362196
2016,august,western asia,mediterranean,syrian arab republic,5,2,7.0,32,3,1,3,mixed or unknown,central mediterranean,western asia,syrian arab republic,mixed or unknown,libya,32.8344776,12.3840848,2.0794415416798357
2016,august,eastern africa (p),northern africa,unknown,2,0,2.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,eastern africa,mixed/unknown,environmental conditions and accidents,sudan,17.6922271,33.9762492,1.0986122886681096
2016,august,eastern africa (p),northern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,sudan,14.0316722,35.3417723,0.6931471805599453
2016,august,eastern africa (p),northern africa,unknown,2,0,2.0,0,0,0,0,mixed or unknown,sahara desert crossing,eastern africa,mixed/unknown,mixed or unknown,egypt,23.285107,31.5204557,1.0986122886681096
2016,august,caribbean,south america,haiti,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,unknown,caribbean,haiti,health-related causes,colombia,1.2140075,-77.2911072,0.6931471805599453
2016,august,caribbean,central america,cuba,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,darien,caribbean,cuba,health-related causes,colombia,7.7811194,-77.9325564,0.6931471805599453
2016,august,eastern africa (p),eastern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,unknown,eastern africa,mixed/unknown,mixed or unknown,tanzania,-12.2872858,27.7438557,0.6931471805599453
2016,august,eastern africa (p),eastern africa,unknown,3,0,3.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,eastern africa,mixed/unknown,environmental conditions and accidents,mozambique,-11.6622396,39.5504518,1.3862943611198906
2016,august,eastern africa (p),eastern africa,unknown,1,0,1.0,0,0,0,0,sickness / lack of access to adequate healthcare,unknown,eastern africa,mixed/unknown,health-related causes,tanzania,-9.5867007,34.375621,0.6931471805599453
2016,august,eastern africa (p),eastern africa,unknown,1,0,1.0,0,0,0,0,violence,unknown,eastern africa,mixed/unknown,violence and related causes,somalia,0.9014645,41.0923379,0.6931471805599453
2016,august,central america,north america,guatemala,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,32.328607,-111.368233,0.6931471805599453
2016,august,western asia,mediterranean,syrian arab republic,1,2,3.0,12,1,0,0,drowning,eastern mediterranean,western asia,syrian arab republic,drowning and related causes,greece,38.3446483,26.0481232,1.3862943611198906
2016,august,central america,north america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,united states,26.1490665,-97.6906534,0.6931471805599453
2016,august,northern africa,europe,sudan,1,0,1.0,0,0,1,0,violence,english channel to the uk,northern africa,sudan,violence and related causes,france,50.9518803,1.8339367,0.6931471805599453
2016,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.848783,-111.926567,0.6931471805599453
2016,august,western africa,mediterranean,"côte d'ivoire,gambia,guinea",0,7,7.0,0,0,7,0,drowning,western mediterranean,western africa,mixed/unknown,drowning and related causes,morocco,35.9328058,-5.6468661,2.0794415416798357
2016,august,western asia,western asia,syrian arab republic,1,0,1.0,0,1,0,0,violence,unknown,western asia,syrian arab republic,violence and related causes,jordan,32.5764645,36.0492865,0.6931471805599453
2016,august,central america,north america,nicaragua,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,central america,nicaragua,mixed or unknown,united states,28.51685009,-100.3109027503,0.6931471805599453
2016,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.00778,-112.16171,0.6931471805599453
2016,august,southern asia,europe,afghanistan,1,0,1.0,5,0,1,0,violence,western balkans,southern asia,afghanistan,violence and related causes,bulgaria,43.2868787,21.9019461,0.6931471805599453
2016,august,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,0.6931471805599453
2016,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,29.33281,-100.94093,0.6931471805599453
2016,august,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,spain,36.7452697,-3.2817366,0.6931471805599453
2016,august,central america,north america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,united states,31.6238017,-111.0627679,0.6931471805599453
2016,august,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.827017,-111.400483,0.6931471805599453
2016,august,central america,north america,mexico,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,mexico,environmental conditions and accidents,united states,31.551221,-110.920977,0.6931471805599453
2016,august,caribbean,south america,cuba,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,darien,caribbean,cuba,health-related causes,colombia,7.7811194,-77.9325564,0.6931471805599453
2016,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,latin america / caribbean,mixed/unknown,environmental conditions and accidents,mexico,20.4129536,-100.0043814,0.6931471805599453
2016,august,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,1,vehicle accident / death linked to hazardous transport,unknown,latin america / caribbean,mixed/unknown,environmental conditions and accidents,mexico,18.2681566,-95.8969461,0.6931471805599453
2016,august,unknown,mediterranean,unknown,2,0,2.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,inconclusive location,37.0930737,11.8610189,1.0986122886681096
2016,august,central america,north america,guatemala,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,guatemala,drowning and related causes,united states,28.6376735,-100.5282163,0.6931471805599453
2016,august,eastern africa,eastern africa,"ethiopia,somalia",3,0,3.0,14,0,0,0,vehicle accident / death linked to hazardous transport,unknown,eastern africa,mixed/unknown,environmental conditions and accidents,zambia,-13.2495055,27.6208173,1.3862943611198906
2016,august,central america,north america,guatemala,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,guatemala,mixed or unknown,united states,31.836283,-111.938633,0.6931471805599453
2016,august,eastern africa (p),northern africa,unknown,2,0,2.0,0,0,0,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,eastern africa,mixed/unknown,environmental conditions and accidents,sudan,19.4022552,27.9053789,1.0986122886681096
2016,august,central america,central america,"el salvador,guatemala,honduras",6,0,6.0,26,5,1,5,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,mixed/unknown,environmental conditions and accidents,mexico,24.215586,-99.4332699,1.9459101490553132
2016,august,unknown,mediterranean,unknown,3,0,3.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,1.3862943611198906
2016,august,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,0.6931471805599453
2016,august,unknown,northern africa,unknown,3,0,3.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,27.0663171,14.3336145,1.3862943611198906
2016,august,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,27.0663171,14.3336145,0.6931471805599453
2016,august,unknown,northern africa,unknown,5,0,5.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,27.0663171,14.3336145,1.791759469228055
2016,august,unknown,western africa,unknown,7,0,7.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,22.08413,12.726811,2.0794415416798357
2016,august,unknown,northern africa,unknown,1,0,1.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,27.0663171,14.3336145,0.6931471805599453
2016,august,unknown,northern africa,unknown,5,0,5.0,0,0,0,0,violence,unknown,unknown,mixed/unknown,violence and related causes,libya,32.86414222,13.1762320988,1.791759469228055
2016,august,unknown,northern africa,unknown,5,0,5.0,0,0,0,0,sickness / lack of access to adequate healthcare,unknown,unknown,mixed/unknown,health-related causes,libya,32.80188175,12.4495221,1.791759469228055
2016,august,unknown,western africa,unknown,7,0,7.0,0,0,0,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,21.82621055,10.806275375,2.0794415416798357
2016,august,unknown,northern africa,unknown,10,0,10.0,0,0,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,26.76751501,15.382627875,2.3978952727983707
2016,september,oceania,mediterranean,papua new guinea,1,0,1.0,1050,0,1,0,mixed or unknown,central mediterranean,oceania,papua new guinea,mixed or unknown,italy,38.9607242,10.9044854,0.6931471805599453
2016,september,central america,central america,honduras,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,us-mexico border crossing,central america,honduras,environmental conditions and accidents,mexico,30.7222309,-112.1767124,0.6931471805599453
2016,september,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,31.974983,-112.81815,0.6931471805599453
2016,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.699183,-111.429183,0.6931471805599453
2016,september,latin america / caribbean (p),central america,unknown,3,0,3.0,0,0,0,1,mixed or unknown,darien,latin america / caribbean,mixed/unknown,mixed or unknown,colombia,7.514102,-77.9921936,1.3862943611198906
2016,september,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,35.2210911,-119.6342853,0.6931471805599453
2016,september,unknown,mediterranean,unknown,3,0,3.0,931,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,inconclusive location,37.0930737,11.8610189,1.3862943611198906
2016,september,eastern africa (p),northern africa,unknown,2,0,2.0,0,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,eastern africa,mixed/unknown,environmental conditions and accidents,sudan,19.4022552,27.9053789,1.0986122886681096
2016,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,31.7636254,-106.3695652,0.6931471805599453
2016,september,latin america / caribbean (p),central america,unknown,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,27.1334908,-103.434484,0.6931471805599453
2016,september,unknown,mediterranean,unknown,7,0,7.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,2.0794415416798357
2016,september,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,0.6931471805599453
2016,september,unknown,mediterranean,unknown,7,0,7.0,0,0,0,0,mixed or unknown,central mediterranean,unknown,mixed/unknown,mixed or unknown,italy,38.9607242,10.9044854,2.0794415416798357
2016,september,unknown,mediterranean,unknown,5,0,5.0,250,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.8045171,12.5396451,1.791759469228055
2016,september,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.164517,-111.884317,0.6931471805599453
